*
Temp0 deg C	Temp1 deg C	Time (sec)
169.121825	20.804814	2.000000
168.511947	20.804814	4.000000
167.597274	20.804814	6.000000
166.682782	20.804814	8.000000
165.768481	20.804814	10.000000
164.702057	20.804814	12.000000
163.788198	20.804814	14.000000
162.874558	20.804814	16.000000
162.113354	20.804814	18.000000
161.200136	20.804814	20.000000
160.439316	20.804814	22.000000
159.678650	20.804814	24.000000
158.918183	20.804814	26.000000
158.157877	20.804814	28.000000
157.245773	20.804814	30.000000
156.637857	20.804814	32.000000
156.030069	20.804814	34.000000
155.270511	20.804814	36.000000
154.511167	20.804814	38.000000
153.903840	20.804814	40.000000
153.296650	20.804814	42.000000
152.689600	20.804814	44.000000
152.082691	20.804814	46.000000
151.324254	20.804814	48.000000
150.566055	20.804814	50.000000
149.959660	20.804814	52.000000
149.353417	20.804814	54.000000
148.747328	20.804814	56.000000
148.141394	20.804814	58.000000
147.535619	20.804814	60.000000
146.930003	20.804814	62.000000
146.475913	20.804814	64.000000
145.719261	20.804814	66.000000
145.114137	20.804814	68.000000
144.509182	20.804814	70.000000
143.904396	20.804814	72.000000
143.450936	20.804814	74.000000
142.997540	20.804814	76.000000
142.393187	20.804814	78.000000
141.789009	20.804814	80.000000
141.185010	20.804814	82.000000
140.732122	20.804814	84.000000
140.279348	20.804814	86.000000
139.675800	20.804814	88.000000
139.223276	20.804814	90.000000
138.620027	20.804814	92.000000
138.167736	20.804814	94.000000
137.715562	20.804814	96.000000
137.112780	20.804814	98.000000
136.660842	20.804814	100.000000
136.058417	20.804814	102.000000
135.606718	20.804814	104.000000
135.155140	20.804814	106.000000
134.553197	20.804814	108.000000
134.252299	20.804814	110.000000
133.650649	20.804814	112.000000
133.199535	20.804814	114.000000
132.748544	20.804814	116.000000
132.297652	20.804814	118.000000
131.846885	20.804814	120.000000
131.396218	20.804814	122.000000
130.945676	20.804814	124.000000
130.495235	20.804814	126.000000
130.044920	20.804814	128.000000
129.594707	20.804814	130.000000
129.144620	20.804814	132.000000
128.694635	20.804814	134.000000
128.244778	20.804814	136.000000
128.094843	20.804814	138.000000
129.444822	20.804814	140.000000
130.345122	20.804814	142.000000
130.495235	20.804814	144.000000
130.495235	20.804814	146.000000
130.495235	20.804814	148.000000
130.195009	20.804814	150.000000
130.495235	20.804814	152.000000
130.495235	20.804814	154.000000
130.495235	20.804814	156.000000
130.495235	20.804814	158.000000
130.495235	20.804814	160.000000
130.345122	20.804814	162.000000
130.495235	20.804814	164.000000
130.345122	20.804814	166.000000
130.345122	20.804814	168.000000
130.345122	20.804814	170.000000
130.345122	20.804814	172.000000
130.345122	20.804814	174.000000
130.345122	20.804814	176.000000
130.495235	20.804814	178.000000
130.495235	20.804814	180.000000
130.495235	20.804814	182.000000
130.495235	20.804814	184.000000
130.345122	20.804814	186.000000
130.495235	20.804814	188.000000
130.345122	20.804814	190.000000
130.195009	20.804814	192.000000
130.195009	20.804814	194.000000
130.195009	20.804814	196.000000
130.345122	20.804814	198.000000
130.345122	20.804814	200.000000
130.195009	20.804814	202.000000
130.195009	20.804814	204.000000
130.495235	20.804814	206.000000
130.495235	20.804814	208.000000
130.345122	20.804814	210.000000
130.495235	20.804814	212.000000
130.345122	20.804814	214.000000
130.495235	20.804814	216.000000
130.195009	20.804814	218.000000
130.195009	20.804814	220.000000
130.345122	20.804814	222.000000
130.195009	20.804814	224.000000
130.195009	20.804814	226.000000
130.195009	20.804814	228.000000
130.195009	20.804814	230.000000
130.195009	20.804814	232.000000
130.195009	20.804814	234.000000
130.195009	20.804814	236.000000
130.195009	20.804814	238.000000
130.195009	20.804814	240.000000
130.195009	20.804814	242.000000
130.495235	20.804814	244.000000
130.195009	20.804814	246.000000
130.195009	20.804814	248.000000
130.195009	20.804814	250.000000
130.195009	20.804814	252.000000
130.195009	20.804814	254.000000
130.195009	20.804814	256.000000
130.195009	20.804814	258.000000
130.345122	20.956523	260.000000
130.195009	20.804814	262.000000
130.195009	20.804814	264.000000
130.195009	20.804814	266.000000
