*
Temp0 deg C	Temp1 deg C	Time (sec)
276.012373	21.209930	2.000000
293.333755	21.209930	4.000000
298.492471	21.209930	6.000000
300.259103	21.209930	8.000000
300.553436	21.209930	10.000000
300.259103	21.209930	12.000000
299.670360	21.209930	14.000000
298.787044	21.209930	16.000000
297.756193	21.209930	18.000000
296.577680	21.058235	20.000000
295.398721	20.906540	22.000000
294.219311	21.209930	24.000000
293.039441	20.906540	26.000000
291.563947	21.058235	28.000000
290.530640	21.058235	30.000000
289.053873	20.906540	32.000000
287.724146	20.906540	34.000000
286.541620	20.906540	36.000000
285.358588	20.906540	38.000000
283.879075	21.058235	40.000000
282.546797	21.209930	42.000000
281.213892	21.058235	44.000000
279.732066	20.906540	46.000000
278.545995	21.058235	48.000000
277.359374	21.209930	50.000000
276.172198	21.209930	52.000000
274.984460	21.209930	54.000000
273.796155	21.209930	56.000000
272.458606	21.209930	58.000000
271.120371	21.058235	60.000000
269.930189	20.906540	62.000000
268.739420	21.058235	64.000000
267.399073	21.209930	66.000000
266.058018	21.209930	68.000000
265.014408	21.058235	70.000000
263.671998	21.209930	72.000000
262.478079	21.209930	74.000000
261.582240	21.209930	76.000000
260.387252	21.209930	78.000000
259.341148	21.209930	80.000000
258.294543	21.209930	82.000000
257.097861	21.209930	84.000000
255.900560	21.209930	86.000000
254.702638	21.209930	88.000000
253.653924	21.209930	90.000000
252.604783	21.209930	92.000000
251.405154	21.209930	94.000000
250.204904	21.058235	96.000000
249.154192	21.209930	98.000000
248.102976	21.058235	100.000000
247.051316	21.058235	102.000000
245.999155	20.906540	104.000000
245.096940	21.058235	106.000000
243.893451	20.906540	108.000000
242.839911	21.058235	110.000000
241.936495	20.906540	112.000000
241.032738	20.906540	114.000000
239.977913	20.906540	116.000000
238.922658	20.906540	118.000000
237.866920	20.906540	120.000000
236.961654	20.906540	122.000000
235.754119	20.906540	124.000000
234.999128	20.906540	126.000000
233.941730	20.906540	128.000000
233.035052	20.906540	130.000000
232.128055	20.906540	132.000000
231.220743	21.058235	134.000000
230.161829	20.906540	136.000000
229.253843	21.209930	138.000000
228.194127	21.209930	140.000000
227.285483	21.058235	142.000000
226.376541	21.058235	144.000000
225.467306	21.209930	146.000000
224.709400	21.209930	148.000000
223.799636	21.058235	150.000000
222.889589	21.209930	152.000000
222.130993	21.209930	154.000000
221.220440	20.906540	156.000000
220.309618	21.209930	158.000000
219.550408	21.058235	160.000000
218.639104	21.058235	162.000000
217.727544	21.058235	164.000000
216.967708	21.058235	166.000000
216.207722	21.209930	168.000000
215.599604	21.209930	170.000000
214.687229	21.209930	172.000000
213.774622	21.209930	174.000000
213.013933	21.209930	176.000000
212.100915	21.058235	178.000000
211.339909	21.058235	180.000000
210.426499	21.058235	182.000000
209.665159	20.906540	184.000000
208.903697	20.906540	186.000000
207.989755	20.906540	188.000000
