*
Temp0 deg C	Temp1 deg C	Time (sec)
295.693390	21.209930	2.000000
297.461620	21.209930	4.000000
296.577680	21.209930	6.000000
295.398721	21.209930	8.000000
293.776896	21.209930	10.000000
292.301767	21.209930	12.000000
290.530640	20.906540	14.000000
288.906174	20.906540	16.000000
287.428562	21.058235	18.000000
285.802265	21.209930	20.000000
284.027043	21.209930	22.000000
282.546797	21.209930	24.000000
281.065726	21.209930	26.000000
279.583816	21.209930	28.000000
277.952754	21.209930	30.000000
276.617433	21.209930	32.000000
275.132936	21.209930	34.000000
273.647555	21.209930	36.000000
272.309970	21.209930	38.000000
270.971607	21.209930	40.000000
269.483697	21.209930	42.000000
268.143813	21.209930	44.000000
266.803131	21.058235	46.000000
265.461739	21.209930	48.000000
264.268730	21.209930	50.000000
262.925847	21.209930	52.000000
261.582240	20.906540	54.000000
260.387252	21.209930	56.000000
259.191649	20.906540	58.000000
257.995430	21.058235	60.000000
256.798593	20.906540	62.000000
255.601137	21.058235	64.000000
254.403061	20.906540	66.000000
253.354250	21.058235	68.000000
252.155009	21.058235	70.000000
251.105150	21.209930	72.000000
249.904745	21.209930	74.000000
248.853858	21.209930	76.000000
247.802545	21.058235	78.000000
246.600439	21.209930	80.000000
245.397716	21.209930	82.000000
244.495272	21.209930	84.000000
243.291477	21.209930	86.000000
242.087074	21.209930	88.000000
241.183374	21.209930	90.000000
240.128643	21.209930	92.000000
239.073425	21.209930	94.000000
238.017779	21.209930	96.000000
236.961654	21.209930	98.000000
236.056058	21.209930	100.000000
235.150134	21.209930	102.000000
234.092826	21.209930	104.000000
233.035052	21.209930	106.000000
232.128055	21.209930	108.000000
231.220743	21.361585	110.000000
230.313117	21.513240	112.000000
229.707878	21.513240	114.000000
229.707878	21.513240	116.000000
230.161829	21.513240	118.000000
231.069506	21.513240	120.000000
231.674451	21.513240	122.000000
231.976871	21.513240	124.000000
232.279257	21.513240	126.000000
232.430440	21.513240	128.000000
232.430440	21.361585	130.000000
232.430440	21.209930	132.000000
232.430440	21.361585	134.000000
232.430440	21.513240	136.000000
232.128073	21.513240	138.000000
231.976871	21.513240	140.000000
231.825670	21.513240	142.000000
231.523232	21.513240	144.000000
231.523232	21.513240	146.000000
231.220760	21.513240	148.000000
230.918253	21.513240	150.000000
230.615711	21.513240	152.000000
230.464423	21.513240	154.000000
230.010524	21.513240	156.000000
229.707878	21.513240	158.000000
229.556539	21.513240	160.000000
229.253843	21.513240	162.000000
228.951112	21.513240	164.000000
228.648348	21.513240	166.000000
228.496958	21.513240	168.000000
228.194143	21.513240	170.000000
227.891295	21.513240	172.000000
227.588414	21.513240	174.000000
227.285499	21.513240	176.000000
227.134026	21.513240	178.000000
226.831061	21.513240	180.000000
226.528064	21.513240	182.000000
226.376558	21.513240	184.000000
226.073512	21.513240	186.000000
225.770433	21.513240	188.000000
225.618877	21.209930	190.000000
225.315750	21.209930	192.000000
225.164179	21.209930	194.000000
225.012591	21.209930	196.000000
224.709400	21.209930	198.000000
224.557796	21.209930	200.000000
224.254557	21.513240	202.000000
223.951287	21.209930	204.000000
223.799636	21.209930	206.000000
223.496318	21.209930	208.000000
223.192969	21.209930	210.000000
223.041287	21.209930	212.000000
222.889589	21.209930	214.000000
222.586178	21.209930	216.000000
222.434465	21.209930	218.000000
222.131008	21.209930	220.000000
221.827521	21.209930	222.000000
221.675762	21.209930	224.000000
221.372229	21.209930	226.000000
220.916877	21.209930	228.000000
220.765074	21.209930	230.000000
220.309633	21.209930	232.000000
220.005966	21.209930	234.000000
219.702270	21.209930	236.000000
219.246669	21.209930	238.000000
218.942900	21.209930	240.000000
218.487198	21.209930	242.000000
218.335278	21.209930	244.000000
218.031425	21.209930	246.000000
217.575596	21.209930	248.000000
217.271673	21.209930	250.000000
216.815733	21.209930	252.000000
216.511741	21.209930	254.000000
216.207722	21.209930	256.000000
215.903677	21.209930	258.000000
215.447562	21.209930	260.000000
215.143450	21.209930	262.000000
214.839311	21.209930	264.000000
214.383053	21.209930	266.000000
214.078850	21.209930	268.000000
213.926742	21.361585	270.000000
213.470369	21.209930	272.000000
213.166091	21.209930	274.000000
212.861788	21.209930	276.000000
212.557460	21.209930	278.000000
212.253109	21.209930	280.000000
211.948733	21.209930	282.000000
211.644333	21.513240	284.000000
211.492127	21.513240	286.000000
211.035462	21.513240	288.000000
210.730992	21.513240	290.000000
210.578751	21.513240	292.000000
210.274247	21.513240	294.000000
209.969720	21.513240	296.000000
209.665170	21.513240	298.000000
209.512884	21.513240	300.000000
209.208302	21.513240	302.000000
208.903697	21.513240	304.000000
208.599071	21.513240	306.000000
208.446752	21.513240	308.000000
208.142094	21.513240	310.000000
207.989755	21.513240	312.000000
207.685066	21.513240	314.000000
207.380356	21.513240	316.000000
207.075625	21.513240	318.000000
206.923255	21.513240	320.000000
206.618495	21.513240	322.000000
206.313714	21.513240	324.000000
206.313714	21.513240	326.000000
206.008915	21.513240	328.000000
205.704096	21.513240	330.000000
205.399258	21.513240	332.000000
205.246830	21.513240	334.000000
204.941964	21.513240	336.000000
204.637080	21.513240	338.000000
204.484633	21.513240	340.000000
204.179722	21.513240	342.000000
203.874793	21.513240	344.000000
203.722320	21.513240	346.000000
203.417365	21.513240	348.000000
203.264883	21.513240	350.000000
202.959903	21.513240	352.000000
202.654906	21.513240	354.000000
202.349892	21.513240	356.000000
202.044863	21.513240	358.000000
201.892340	21.209930	360.000000
