*
Temp0 deg C	Temp1 deg C	Time (sec)
272.408828	21.315184	2.000000
282.945289	21.163523	4.000000
286.792021	21.315184	6.000000
288.270016	21.466846	8.000000
288.860992	21.466846	10.000000
288.565527	21.466846	12.000000
288.122268	21.315184	14.000000
287.383341	21.315184	16.000000
286.348543	21.163523	18.000000
285.313333	21.163523	20.000000
284.129768	21.163523	22.000000
282.945683	21.163523	24.000000
281.761072	21.163523	26.000000
280.575928	21.163523	28.000000
279.390244	21.163523	30.000000
278.204015	21.163523	32.000000
276.720453	21.163523	34.000000
275.532975	21.163523	36.000000
274.344932	21.163523	38.000000
273.156321	21.163523	40.000000
271.967134	21.163523	42.000000
270.628583	21.163523	44.000000
269.289337	21.163523	46.000000
268.098250	21.163523	48.000000
266.906568	21.163523	50.000000
265.714288	20.860121	52.000000
264.521407	20.860121	54.000000
263.327920	20.860121	56.000000
262.133826	20.860121	58.000000
260.789754	20.860121	60.000000
259.743802	20.860121	62.000000
258.547868	20.860121	64.000000
257.351316	20.860121	66.000000
256.154147	20.708380	68.000000
255.106129	20.860121	70.000000
254.057607	20.860121	72.000000
252.858731	20.860121	74.000000
251.659234	20.860121	76.000000
250.459116	20.860121	78.000000
249.258377	20.860121	80.000000
248.057019	20.860121	82.000000
247.155595	20.860121	84.000000
245.953157	20.860121	86.000000
245.050924	20.860121	88.000000
243.847412	20.860121	90.000000
242.944377	20.860121	92.000000
241.890418	20.860121	94.000000
240.835968	20.860121	96.000000
239.630335	21.011822	98.000000
238.725718	20.860121	100.000000
237.669923	20.860121	102.000000
236.613649	21.011822	104.000000
235.707926	21.011822	106.000000
234.499789	21.163523	108.000000
233.593308	21.163523	110.000000
232.686507	21.163523	112.000000
231.628185	21.163523	114.000000
230.569408	21.163523	116.000000
229.661560	21.163523	118.000000
228.602029	21.163523	120.000000
227.693520	21.163523	122.000000
226.784712	21.163523	124.000000
225.875608	21.163523	126.000000
224.966212	21.163523	128.000000
224.056528	21.163523	130.000000
223.146561	21.163523	132.000000
222.236314	21.163523	134.000000
221.325793	21.466846	136.000000
220.415001	21.163523	138.000000
219.352065	21.163523	140.000000
218.440705	21.163523	142.000000
217.529090	21.163523	144.000000
216.769231	21.315184	146.000000
215.857162	21.315184	148.000000
214.944854	21.163523	150.000000
214.184408	21.163523	152.000000
213.423823	21.315184	154.000000
212.510903	21.315184	156.000000
211.749960	21.163523	158.000000
210.684413	21.163523	160.000000
209.923121	21.163523	162.000000
209.161705	21.163523	164.000000
208.400137	21.163523	166.000000
207.486091	21.163523	168.000000
206.724253	21.163523	170.000000
205.962276	21.163523	172.000000
205.047754	21.163523	174.000000
204.285533	21.315184	176.000000
203.523186	21.163523	178.000000
202.760746	21.163523	180.000000
202.150715	21.315184	182.000000
201.235549	21.315184	184.000000
200.320247	21.163523	186.000000
199.709974	21.163523	188.000000
198.947050	21.466846	190.000000
198.184056	21.163523	192.000000
197.573601	21.315184	194.000000
196.657831	21.163523	196.000000
196.047263	21.163523	198.000000
195.131336	21.315184	200.000000
194.520670	21.163523	202.000000
193.909969	21.163523	204.000000
192.993858	21.163523	206.000000
192.383080	21.163523	208.000000
191.772276	21.163523	210.000000
190.856025	21.315184	212.000000
190.245165	21.315184	214.000000
189.481564	21.315184	216.000000
188.870669	21.315184	218.000000
188.107033	21.315184	220.000000
187.496113	21.466846	222.000000
186.732454	21.315184	224.000000
186.121524	21.315184	226.000000
185.357860	21.163523	228.000000
184.746932	21.163523	230.000000
184.136009	21.163523	232.000000
183.525095	21.315184	234.000000
182.761466	21.315184	236.000000
182.150581	21.315184	238.000000
181.386993	21.315184	240.000000
180.776147	21.163523	242.000000
180.165323	21.163523	244.000000
179.554525	21.163523	246.000000
178.943754	21.163523	248.000000
178.333014	21.163523	250.000000
177.722307	21.163523	252.000000
177.111635	21.315184	254.000000
176.195702	21.315184	256.000000
175.737769	21.163523	258.000000
175.127234	21.163523	260.000000
174.669364	21.315184	262.000000
173.906307	21.163523	264.000000
173.448514	21.163523	266.000000
172.685598	21.163523	268.000000
171.922763	21.163523	270.000000
171.617657	21.163523	272.000000
171.007494	21.163523	274.000000
170.397396	21.163523	276.000000
169.787366	21.315184	278.000000
169.177407	21.466846	280.000000
168.567522	21.466846	282.000000
167.957713	21.466846	284.000000
167.500416	21.466846	286.000000
166.890737	21.466846	288.000000
166.433543	21.163523	290.000000
165.824022	21.163523	292.000000
165.214590	21.163523	294.000000
164.605248	21.163523	296.000000
164.148312	21.163523	298.000000
163.691412	21.163523	300.000000
163.082309	21.163523	302.000000
162.473306	21.163523	304.000000
161.864405	21.163523	306.000000
161.255610	21.163523	308.000000
