System ID,,"4483C1713"
Method name only,,"Compression_Cylindrical_Plastic_NEW"
Test type,,"Compression"
Sample file name,,"N02DPMMA"
Last test date,,"Monday, September 9, 2024"
Last test time,,"6:04:21 PM"
Course,,"NPRE 432"
Lab Section Number,,"02"
Group,,"D"
Material,,"PMMA"
Other Information,,""
Crosshead Speed,(mm/min),"5.00"
Geometry,,"Circular"
Diameter,(mm),"19.16"
Length,(mm),"65.17"
Final Diameter,,"0.00"
Final Length,,"0.00"
Final Specimen State,,"BARRELED, BUCKLED, CRACKED INTO MANY PIECES"
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"33.30"
Maximum Strain,(%),"48.02"
,,
,,
,,
,,
Time,Displacement,Force,Compressive strain (Displacement)
(s),(mm),(kN),(mm/mm)
"213.00","17.75","27.19","0.2724"
"213.50","17.79","27.18","0.2730"
"214.00","17.83","27.17","0.2736"
"214.50","17.88","27.16","0.2743"
"215.00","17.92","27.16","0.2749"
"215.50","17.96","27.14","0.2756"
"216.00","18.00","27.14","0.2762"
"216.50","18.04","27.13","0.2768"
"217.00","18.08","27.12","0.2775"
"217.50","18.13","27.11","0.2781"
"218.00","18.17","27.11","0.2788"
"218.50","18.21","27.11","0.2794"
"219.00","18.25","27.10","0.2800"
"219.50","18.29","27.09","0.2807"
"220.00","18.33","27.08","0.2813"
"220.50","18.38","27.08","0.2820"
"221.00","18.42","27.06","0.2826"
"221.50","18.46","27.06","0.2832"
"222.00","18.50","27.06","0.2839"
"222.50","18.54","27.05","0.2845"
"223.00","18.58","27.04","0.2852"
"223.50","18.63","27.03","0.2858"
"224.00","18.67","27.02","0.2864"
"224.50","18.71","27.01","0.2871"
"225.00","18.75","27.01","0.2877"
"225.50","18.79","27.01","0.2884"
"226.00","18.83","27.00","0.2890"
"226.50","18.88","26.99","0.2896"
"227.00","18.92","26.99","0.2903"
"227.50","18.96","26.99","0.2909"
"228.00","19.00","26.99","0.2915"
"228.50","19.04","26.98","0.2922"
"229.00","19.08","26.98","0.2928"
"229.50","19.13","26.98","0.2935"
"230.00","19.17","26.92","0.2941"
"230.50","19.21","26.92","0.2947"
"231.00","19.25","26.92","0.2954"
"231.50","19.29","26.92","0.2960"
"232.00","19.33","26.92","0.2967"
"232.50","19.38","26.92","0.2973"
"233.00","19.42","26.92","0.2979"
"233.50","19.46","26.92","0.2986"
"234.00","19.50","26.92","0.2992"
"234.50","19.54","26.92","0.2999"
"235.00","19.58","26.92","0.3005"
"235.50","19.63","26.92","0.3011"
"236.00","19.67","26.92","0.3018"
"236.50","19.71","26.92","0.3024"
"237.00","19.75","26.92","0.3031"
"237.50","19.79","26.92","0.3037"
"238.00","19.83","26.92","0.3043"
"238.50","19.88","26.92","0.3050"
"239.00","19.92","26.91","0.3056"
"239.50","19.96","26.90","0.3063"
"240.00","20.00","26.90","0.3069"
"240.50","20.04","26.90","0.3075"
"241.00","20.08","26.89","0.3082"
"241.50","20.13","26.89","0.3088"
"242.00","20.17","26.88","0.3094"
"242.50","20.21","26.88","0.3101"
"243.00","20.25","26.87","0.3107"
"243.50","20.29","26.86","0.3114"
"244.00","20.33","26.86","0.3120"
"244.50","20.38","26.85","0.3126"
"245.00","20.42","26.84","0.3133"
"245.50","20.46","26.84","0.3139"
"246.00","20.50","26.83","0.3146"
"246.50","20.54","26.81","0.3152"
"247.00","20.58","26.81","0.3158"
"247.50","20.63","26.75","0.3165"
"248.00","20.67","26.74","0.3171"
"248.50","20.71","26.72","0.3178"
"249.00","20.75","26.72","0.3184"
"249.50","20.79","26.71","0.3190"
"250.00","20.83","26.70","0.3197"
"250.50","20.88","26.69","0.3203"
"251.00","20.92","26.68","0.3210"
"251.50","20.96","26.67","0.3216"
"252.00","21.00","26.66","0.3222"
"252.50","21.04","26.66","0.3229"
"253.00","21.08","26.65","0.3235"
"253.50","21.13","26.64","0.3242"
"254.00","21.17","26.64","0.3248"
"254.50","21.21","26.63","0.3254"
"255.00","21.25","26.62","0.3261"
"255.50","21.29","26.61","0.3267"
"256.00","21.33","26.60","0.3274"
"256.50","21.38","26.60","0.3280"
"257.00","21.42","26.59","0.3286"
"257.50","21.46","26.57","0.3293"
"258.00","21.50","26.56","0.3299"
"258.50","21.54","26.55","0.3305"
"259.00","21.58","26.54","0.3312"
"259.50","21.63","26.52","0.3318"
"260.00","21.67","26.51","0.3325"
"260.50","21.71","26.50","0.3331"
"261.00","21.75","26.48","0.3337"
"261.50","21.79","26.47","0.3344"
"262.00","21.83","26.47","0.3350"
"262.50","21.88","26.45","0.3357"
"263.00","21.92","26.44","0.3363"
"263.50","21.96","26.44","0.3369"
"264.00","22.00","26.38","0.3376"
"264.50","22.04","26.36","0.3382"
"265.00","22.08","26.35","0.3389"
"265.50","22.13","26.35","0.3395"
"266.00","22.17","26.35","0.3401"
"266.50","22.21","26.34","0.3408"
"267.00","22.25","26.33","0.3414"
"267.50","22.29","26.34","0.3421"
"268.00","22.33","26.33","0.3427"
"268.50","22.38","26.32","0.3433"
"269.00","22.42","26.31","0.3440"
"269.50","22.46","26.31","0.3446"
"270.00","22.50","26.30","0.3453"
"270.50","22.54","26.30","0.3459"
"271.00","22.58","26.29","0.3465"
"271.50","22.63","26.28","0.3472"
"272.00","22.67","26.27","0.3478"
"272.50","22.71","26.27","0.3485"
"273.00","22.75","26.26","0.3491"
"273.50","22.79","26.25","0.3497"
"274.00","22.83","26.24","0.3504"
"274.50","22.88","26.23","0.3510"
"275.00","22.92","26.22","0.3516"
"275.50","22.96","26.21","0.3523"
"276.00","23.00","26.20","0.3529"
"276.50","23.04","26.19","0.3536"
"277.00","23.08","26.18","0.3542"
"277.50","23.13","26.16","0.3548"
"278.00","23.17","26.15","0.3555"
"278.50","23.21","26.14","0.3561"
"279.00","23.25","24.93","0.3568"
"279.50","23.29","24.92","0.3574"
"280.00","23.33","24.92","0.3580"
"280.50","23.38","24.92","0.3587"
"281.00","23.42","24.93","0.3593"
"281.50","23.46","24.95","0.3600"
"282.00","23.50","24.97","0.3606"
"282.50","23.54","24.98","0.3612"
"283.00","23.58","25.00","0.3619"
"283.50","23.63","25.02","0.3625"
"284.00","23.67","25.05","0.3632"
"284.50","23.71","25.06","0.3638"
"285.00","23.75","25.08","0.3644"
"285.50","23.79","25.11","0.3651"
"286.00","23.83","25.13","0.3657"
"286.50","23.88","25.15","0.3664"
"287.00","23.92","25.17","0.3670"
"287.50","23.96","25.18","0.3676"
"288.00","24.00","25.20","0.3683"
"288.50","24.04","25.20","0.3689"
"289.00","24.08","25.21","0.3695"
"289.50","24.13","25.22","0.3702"
"290.00","24.17","25.23","0.3708"
"290.50","24.21","25.24","0.3715"
"291.00","24.25","25.21","0.3721"
"291.50","24.29","25.21","0.3727"
"292.00","24.33","25.21","0.3734"
"292.50","24.38","25.23","0.3740"
"293.00","24.42","25.23","0.3747"
"293.50","24.46","25.24","0.3753"
"294.00","24.50","25.24","0.3759"
"294.50","24.54","25.25","0.3766"
"295.00","24.58","25.25","0.3772"
"295.50","24.63","25.25","0.3779"
"296.00","24.67","25.24","0.3785"
"296.50","24.71","25.24","0.3791"
"297.00","24.75","25.24","0.3798"
"297.50","24.79","25.23","0.3804"
"298.00","24.83","25.22","0.3811"
