[N02-CD-PMMA-RT]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
92,1.820000,-10.357900,-0.095911,7.051101,3.885170,214.001841
93,1.840000,-18.644221,-0.097038,7.128806,3.885413,213.720491
94,1.860000,-6.214740,-0.098003,7.206517,3.885650,214.142516
95,1.880000,-18.644221,-0.098969,7.284232,3.885886,213.720491
96,1.900000,-16.572641,-0.100338,7.361953,3.886139,213.790829
97,1.920000,-20.715801,-0.101787,7.439678,3.886395,213.650154
98,1.940000,-20.715801,-0.103397,7.517409,3.886658,213.650154
99,1.960000,-6.214740,-0.104444,7.595144,3.886897,214.142516
100,1.980000,-20.715801,-0.105491,7.672884,3.887137,213.650154
101,2.000000,-10.357900,-0.106699,7.750630,3.887383,214.001841
102,2.020000,-10.357900,-0.107504,7.828380,3.887613,214.001841
103,2.040000,-14.501061,-0.108471,7.906134,3.887849,213.861166
104,2.060000,-14.501061,-0.109598,7.983894,3.888092,213.861166
105,2.080000,-8.286320,-0.110484,8.061658,3.888325,214.072179
106,2.100000,-22.787381,-0.111692,8.139427,3.888571,213.579816
107,2.120000,-10.357900,-0.112981,8.217201,3.888821,214.001841
108,2.140000,-2.071580,-0.113465,8.294979,3.889037,214.283191
109,2.160000,-6.214740,-0.113787,8.372762,3.889246,214.142516
110,2.180000,-8.286320,-0.114351,8.450549,3.889466,214.072179
111,2.200000,-14.501061,-0.115237,8.528341,3.889699,213.861166
112,2.220000,-20.715801,-0.116607,8.606137,3.889951,213.650154
113,2.240000,-10.357900,-0.117816,8.683939,3.890198,214.001841
114,2.260000,-6.214740,-0.118461,8.761745,3.890421,214.142516
115,2.280000,-10.357900,-0.119105,8.839556,3.890643,214.001841
116,2.300000,-18.644221,-0.120234,8.917371,3.890886,213.720491
117,2.320000,-16.572641,-0.121604,8.995191,3.891139,213.790829
118,2.340000,-14.501061,-0.122813,9.073016,3.891385,213.861166
119,2.360000,-8.286320,-0.123700,9.150847,3.891618,214.072179
120,2.380000,-10.357900,-0.124426,9.228681,3.891845,214.001841
121,2.400000,-10.357900,-0.125232,9.306520,3.892074,214.001841
122,2.420000,-16.572641,-0.126280,9.384364,3.892314,213.790829
123,2.440000,-12.429481,-0.127409,9.462213,3.892557,213.931504
124,2.460000,-2.071580,-0.127973,9.540066,3.892776,214.283191
125,2.480000,-20.715801,-0.128861,9.617924,3.893009,213.650154
126,2.500000,-14.501061,-0.130232,9.695787,3.893262,213.861166
127,2.520000,-14.501061,-0.131361,9.773654,3.893505,213.861166
128,2.540000,-14.501061,-0.132490,9.851527,3.893748,213.861166
129,2.560000,-8.286320,-0.133377,9.929404,3.893981,214.072179
130,2.580000,-18.644221,-0.134426,10.007286,3.894220,213.720491
131,2.600000,-0.000000,-0.135152,10.085173,3.894446,214.353529
132,2.620000,-22.787381,-0.136040,10.163064,3.894679,213.579816
133,2.640000,-20.715801,-0.137734,10.240960,3.894945,213.650154
134,2.660000,-16.572641,-0.139186,10.318862,3.895202,213.790829
135,2.680000,-22.787381,-0.140720,10.396769,3.895461,213.579816
136,2.700000,-8.286320,-0.141930,10.474680,3.895707,214.072179
137,2.720000,-20.715801,-0.143060,10.552597,3.895950,213.650154
138,2.740000,-10.357900,-0.144271,10.630518,3.896197,214.001841
139,2.760000,4.143160,-0.144513,10.708444,3.896403,214.494204
140,2.780000,-33.145281,-0.145643,10.786375,3.896646,213.228129
141,2.800000,-8.286320,-0.147257,10.864310,3.896909,214.072179
142,2.820000,-20.715801,-0.148388,10.942251,3.897152,213.650154
143,2.840000,-18.644221,-0.149921,11.020197,3.897411,213.720491
144,2.860000,-18.644221,-0.151375,11.098147,3.897667,213.720491
145,2.880000,-18.644221,-0.152828,11.176103,3.897924,213.720491
146,2.900000,-12.429481,-0.154040,11.254064,3.898170,213.931504
147,2.920000,-12.429481,-0.155009,11.332030,3.898406,213.931504
148,2.940000,-20.715801,-0.156301,11.410001,3.898656,213.650154
149,2.960000,-8.286320,-0.157431,11.487976,3.898899,214.072179
150,2.980000,-20.715801,-0.158562,11.565956,3.899141,213.650154
151,3.000000,-18.644221,-0.160097,11.643942,3.899401,213.720491
152,3.020000,-12.429481,-0.161309,11.721932,3.899647,213.931504
153,3.040000,-14.501061,-0.162359,11.799928,3.899887,213.861166
154,3.060000,-16.572641,-0.163571,11.877928,3.900133,213.790829
155,3.080000,-29.002121,-0.165348,11.955933,3.900403,213.368804
156,3.100000,-4.143160,-0.166641,12.033944,3.900652,214.212854
157,3.120000,-16.572641,-0.167449,12.111959,3.900882,213.790829
158,3.140000,-20.715801,-0.168904,12.189979,3.901138,213.650154
159,3.160000,-2.071580,-0.169793,12.268004,3.901371,214.283191
160,3.180000,-22.787381,-0.170763,12.346034,3.901607,213.579816
161,3.200000,-10.357900,-0.172056,12.424069,3.901857,214.001841
162,3.220000,-18.644221,-0.173188,12.502108,3.902100,213.720491
163,3.240000,-14.501061,-0.174481,12.580153,3.902349,213.861166
164,3.260000,-4.143160,-0.175209,12.658202,3.902575,214.212854
165,3.280000,-24.858961,-0.176341,12.736256,3.902818,213.509479
166,3.300000,-12.429481,-0.177796,12.814315,3.903075,213.931504
167,3.320000,-22.787381,-0.179171,12.892379,3.903327,213.579816
168,3.340000,-14.501061,-0.180626,12.970448,3.903584,213.861166
169,3.360000,-18.644221,-0.181920,13.048522,3.903833,213.720491
170,3.380000,-14.501061,-0.183214,13.126601,3.904083,213.861166
171,3.400000,-20.715801,-0.184589,13.204686,3.904336,213.650154
172,3.420000,-4.143160,-0.185559,13.282775,3.904572,214.212854
173,3.440000,-12.429481,-0.186207,13.360868,3.904795,213.931504
174,3.460000,-2.071580,-0.186773,13.438967,3.905014,214.283191
175,3.480000,-18.644221,-0.187582,13.517069,3.905244,213.720491
176,3.500000,-8.286320,-0.188634,13.595176,3.905483,214.072179
177,3.520000,-14.501061,-0.189524,13.673288,3.905716,213.861166
178,3.540000,-20.715801,-0.190899,13.751405,3.905969,213.650154
179,3.560000,2.071580,-0.191627,13.829527,3.906195,214.423866
180,3.580000,-24.858961,-0.192517,13.907653,3.906428,213.509479
181,3.600000,-14.501061,-0.194055,13.985784,3.906688,213.861166
182,3.620000,-14.501061,-0.195188,14.063920,3.906931,213.861166
183,3.640000,-22.787381,-0.196645,14.142062,3.907187,213.579816
184,3.660000,-16.572641,-0.198183,14.220208,3.907447,213.790829
185,3.680000,-12.429481,-0.199316,14.298359,3.907690,213.931504
186,3.700000,-14.501061,-0.200369,14.376516,3.907929,213.861166
187,3.720000,-12.429481,-0.201421,14.454676,3.908169,213.931504
188,3.740000,-12.429481,-0.202393,14.532842,3.908405,213.931504
189,3.760000,-6.214740,-0.203121,14.611013,3.908631,214.142516
190,3.780000,-18.644221,-0.204093,14.689188,3.908867,213.720491
191,3.800000,2.071580,-0.204741,14.767367,3.909090,214.423866
192,3.820000,-10.357900,-0.205065,14.845551,3.909300,214.001841
193,3.840000,-20.715801,-0.206280,14.923739,3.909546,213.650154
194,3.860000,-2.071580,-0.207170,15.001933,3.909779,214.283191
195,3.880000,-10.357900,-0.207656,15.080130,3.909995,214.001841
196,3.900000,-14.501061,-0.208628,15.158333,3.910231,213.861166
197,3.920000,-4.143160,-0.209357,15.236540,3.910457,214.212854
198,3.940000,-10.357900,-0.209925,15.314751,3.910677,214.001841
199,3.960000,-6.214740,-0.210573,15.392967,3.910900,214.142516
200,3.980000,-14.501061,-0.211383,15.471187,3.911129,213.861166
201,4.000000,-16.572641,-0.212598,15.549412,3.911375,213.790829
202,4.020000,-4.143160,-0.213409,15.627642,3.911605,214.212854
