[Shared Parameters]

Comment,Plate Impact, 76mm support dia, 12.7mm hemispherical tup tip, 

[Shared Data]

Test Name,N02-B-PMMA-RT,
Instrument,8200,
Operator,N02-B,
Date,10/28/2024 4:42:08 PM,

[Step [1] Data]

Specimen ID,PMMA,RT,
Impact Height (Nominal),767.000,mm
Total Mass,6.202,kg
Thickness,3.180,mm
Start Velocity,3.862,m/s
Start Time,0.000,ms
Total Time,7.000,ms
Peak Force,565.541,N
Total Energy,2.233,J

