[Shared Parameters]

Comment,Charpy Impact, 
Span,40.000,mm

[Shared Data]

Test Name,N02-AB-1045HR-0C,
Instrument,8250,
Operator,N02-AB,
Date,10/28/2024 4:54:17 PM,

[Step [1] Data]

Specimen ID,1045HR, 0C, NR 0.05mm,
Impact Height (Nominal),740.000,mm
Total Mass,12.751,kg
Width,6.700,mm
Thickness,9.480,mm
Start Velocity,3.779,m/s
Start Time,0.000,ms
Total Time,1.026,ms
Peak Force,17441.723,N
Total Energy,9.619,J

