[Shared Parameters]

Comment,Charpy Impact, 
Span,40.000,mm

[Shared Data]

Test Name,N02-CD-1045HR-RT,
Instrument,8250,
Operator,N02-CD,
Date,10/28/2024 5:24:55 PM,

[Step [1] Data]

Specimen ID,1045HR,RT,NR 0.05mm,
Impact Height (Nominal),736.500,mm
Total Mass,12.751,kg
Width,8.000,mm
Thickness,10.000,mm
Start Velocity,3.779,m/s
Start Time,3.674,ms
Total Time,3.910,ms
Peak Force,14067.589,N
Total Energy,7.149,J

