[Shared Parameters]

Comment,Charpy Impact, 
Span,40.000,mm

[Shared Data]

Test Name,N02-c-2024-T4-0C,
Instrument,8250,
Operator,N02-C,
Date,10/28/2024 5:40:24 PM,

[Step [1] Data]

Specimen ID,2024-T4-0C-0.05mm,
Impact Height (Nominal),736.500,mm
Total Mass,12.778,kg
Width,7.060,mm
Thickness,9.500,mm
Start Velocity,3.799,m/s
Start Time,0.000,ms
Total Time,0.856,ms
Peak Force,8449.110,N
Total Energy,8.383,J

