[Shared Parameters]

Comment,Plate Impact, 76mm support dia, 12.7mm hemispherical tup tip, 

[Shared Data]

Test Name,N02-CD-HDPE-BW,
Instrument,8200,
Operator,N02-CD,
Date,10/28/2024 5:48:57 PM,

[Step [1] Data]

Specimen ID,,
Impact Height (Nominal),1066.000,mm
Total Mass,6.202,kg
Thickness,3.260,mm
Start Velocity,4.100,m/s
Start Time,0.000,ms
Total Time,10.600,ms
Peak Force,1404.268,N
Total Energy,18.923,J

