[Shared Parameters]

Comment,Plate Impact, 76mm support dia, 12.7mm hemispherical tup tip, 

[Shared Data]

Test Name,N02-CD-HDPE-RT,
Instrument,8200,
Operator,N02-CD,
Date,10/28/2024 5:29:56 PM,

[Step [1] Data]

Specimen ID,HDPE,RT,
Impact Height (Nominal),1066.000,mm
Total Mass,6.202,kg
Thickness,3.260,mm
Start Velocity,4.104,m/s
Start Time,0.000,ms
Total Time,10.640,ms
Peak Force,2594.395,N
Total Energy,34.309,J

