[N02-AB-1045HR-0C]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
233,0.464000,1130.508911,8.783621,1.691189,3.597228,8.769670
234,0.466000,2055.207227,8.795080,1.698383,3.596998,16.661136
235,0.468000,2921.930726,8.812982,1.705577,3.596627,24.057839
236,0.470000,3808.945410,8.837189,1.712769,3.596119,31.627709
237,0.472000,4768.428615,8.868031,1.719961,3.595466,39.816033
238,0.474000,5693.126930,8.905640,1.727151,3.594665,47.707499
239,0.476000,6580.141615,8.949752,1.734339,3.593722,55.277369
240,0.478000,7336.712963,8.999758,1.741526,3.592650,61.734023
241,0.480000,7846.891344,9.054298,1.748710,3.591479,66.087936
242,0.482000,8084.588090,9.111506,1.755892,3.590249,68.116463
243,0.484000,8046.904459,9.169412,1.763071,3.589004,67.794867
244,0.486000,7803.410232,9.226289,1.770248,3.587780,65.716864
245,0.488000,7377.295335,9.280745,1.777422,3.586609,62.080357
246,0.490000,6733.774877,9.331349,1.784594,3.585522,56.588491
247,0.492000,5843.861452,9.376441,1.791764,3.584556,48.993882
248,0.494000,4724.947503,9.414321,1.798933,3.583746,39.444961
249,0.496000,3455.299033,9.443635,1.806099,3.583124,28.609657
250,0.498000,2165.359377,9.463774,1.813265,3.582703,17.601185
251,0.500000,950.786982,9.474938,1.820430,3.582478,7.235905
252,0.502000,-92.759706,9.478012,1.827595,3.582431,-1.669824
253,0.504000,-939.192019,9.474315,1.834760,3.582531,-8.893361
254,0.506000,-1585.611218,9.465269,1.841926,3.582749,-14.409965
255,0.508000,-2150.865674,9.451882,1.849091,3.583062,-19.233902
256,0.510000,-2585.676794,9.434909,1.856258,3.583453,-22.944623
257,0.512000,-2919.031986,9.415182,1.863425,3.583904,-25.789509
258,0.514000,-3081.361470,9.393676,1.870594,3.584394,-27.174845
259,0.516000,-3142.235027,9.371366,1.877763,3.584902,-27.694346
260,0.518000,-3104.551397,9.348971,1.884933,3.585411,-27.372750
261,0.520000,-2997.297987,9.327091,1.892105,3.585910,-26.457439
262,0.522000,-2805.981094,9.306280,1.899277,3.586384,-24.824722
263,0.524000,-2536.398200,9.287119,1.906450,3.586823,-22.524075
264,0.526000,-2182.751822,9.270192,1.913624,3.587213,-19.506022
265,0.528000,-1617.497367,9.256559,1.920799,3.587530,-14.682085
266,0.530000,-852.229795,9.247698,1.927974,3.587744,-8.151216
267,0.532000,92.759705,9.244974,1.935150,3.587823,-0.086583
268,0.534000,1084.129059,9.249196,1.942325,3.587750,8.373860
269,0.536000,2040.713523,9.260407,1.949500,3.587525,16.537445
270,0.538000,2971.209319,9.278386,1.956675,3.587151,24.478388
271,0.540000,3895.907634,9.303017,1.963849,3.586632,32.369854
272,0.542000,4794.517282,9.334183,1.971022,3.585970,40.038676
273,0.544000,5661.240781,9.371673,1.978193,3.585170,47.435380
274,0.546000,6374.331018,9.414817,1.985362,3.584246,53.520962
275,0.548000,6849.724509,9.462208,1.992530,3.583228,57.578016
276,0.550000,7061.332587,9.512047,1.999695,3.582157,59.383900
277,0.552000,7020.750216,9.562483,2.006858,3.581072,59.037566
278,0.554000,6754.066063,9.611805,2.014019,3.580011,56.761658
279,0.556000,6377.229759,9.658809,2.021178,3.579001,53.545700
280,0.558000,5925.026194,9.702833,2.028335,3.578056,49.686550
281,0.560000,5316.290626,9.743050,2.035491,3.577194,44.491541
282,0.562000,4556.820537,9.778365,2.042644,3.576439,38.010149
283,0.564000,3559.653702,9.807391,2.049796,3.575822,29.500230
284,0.566000,2405.954863,9.828722,2.056948,3.575374,19.654451
285,0.568000,1223.268617,9.841697,2.064098,3.575109,9.561290
286,0.570000,75.367260,9.846340,2.071248,3.575027,-0.235012
287,0.572000,-1002.964317,9.843024,2.078398,3.575119,-9.437600
288,0.574000,-1988.536189,9.832328,2.085549,3.575373,-17.848567
289,0.576000,-2916.133245,9.814791,2.092700,3.575778,-25.764771
