[Shared Parameters]

Comment,Charpy Impact, 
Span,40.000,mm

[Shared Data]

Test Name,N02-CD-1045HR-BW,
Instrument,8250,
Operator,N02-CD,
Date,10/28/2024 5:45:51 PM,

[Step [1] Data]

Specimen ID,1045HR,BW,NR 0.05 mm,
Impact Height (Nominal),736.500,mm
Total Mass,12.751,kg
Width,8.000,mm
Thickness,10.000,mm
Start Velocity,3.772,m/s
Start Time,0.000,ms
Total Time,1.062,ms
Peak Force,13574.803,N
Total Energy,21.841,J

