[N02-CD-PMMA-0C]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
1,0.000000,0.000000,0.000000,0.000000,3.855956,213.298466
2,0.020000,14.501060,0.000559,0.077121,3.856129,213.790829
3,0.040000,-2.071580,0.001038,0.154245,3.856305,213.228129
4,0.060000,10.357900,0.001358,0.231373,3.856488,213.650154
5,0.080000,10.357900,0.002157,0.308504,3.856650,213.650154
6,0.100000,-8.286320,0.002237,0.385639,3.856843,213.017116
7,0.120000,8.286320,0.002237,0.462778,3.857039,213.579816
8,0.140000,-14.501060,0.001997,0.539921,3.857245,212.806104
9,0.160000,0.000000,0.001438,0.617068,3.857465,213.298466
10,0.180000,10.357900,0.001837,0.694219,3.857644,213.650154
11,0.200000,2.071580,0.002317,0.771374,3.857820,213.368804
12,0.220000,10.357900,0.002796,0.848532,3.857997,213.650154
13,0.240000,-4.143160,0.003036,0.925694,3.858183,213.157791
14,0.260000,10.357900,0.003276,1.002859,3.858369,213.650154
15,0.280000,10.357900,0.004075,1.080028,3.858532,213.650154
16,0.300000,-24.858960,0.003516,1.157201,3.858751,212.454416
17,0.320000,12.429480,0.003036,1.234378,3.858967,213.720491
18,0.340000,-2.071580,0.003436,1.311560,3.859147,213.228129
19,0.360000,4.143160,0.003516,1.388744,3.859339,213.439141
20,0.380000,2.071580,0.003756,1.465933,3.859526,213.368804
21,0.400000,8.286320,0.004155,1.543125,3.859705,213.579816
22,0.420000,10.357900,0.004875,1.620321,3.859871,213.650154
23,0.440000,-4.143160,0.005115,1.697520,3.860057,213.157791
24,0.460000,8.286320,0.005275,1.774723,3.860247,213.579816
25,0.480000,12.429480,0.006074,1.851930,3.860409,213.720491
26,0.500000,0.000000,0.006554,1.929140,3.860585,213.298466
27,0.520000,8.286320,0.006874,2.006353,3.860768,213.579816
28,0.540000,0.000000,0.007194,2.083571,3.860951,213.298466
29,0.560000,6.214740,0.007434,2.160792,3.861137,213.509479
30,0.580000,0.000000,0.007674,2.238016,3.861323,213.298466
31,0.600000,2.071580,0.007754,2.315245,3.861516,213.368804
32,0.620000,6.214740,0.008074,2.392477,3.861699,213.509479
33,0.640000,-2.071580,0.008234,2.469713,3.861888,213.228129
34,0.660000,18.644220,0.008874,2.546952,3.862058,213.931504
35,0.680000,6.214740,0.009834,2.624195,3.862214,213.509479
36,0.700000,2.071580,0.010154,2.701441,3.862396,213.368804
37,0.720000,2.071580,0.010314,2.778691,3.862586,213.368804
38,0.740000,-4.143160,0.010234,2.855944,3.862785,213.157791
39,0.760000,-2.071580,0.009994,2.933202,3.862992,213.228129
40,0.780000,6.214740,0.010154,3.010464,3.863181,213.509479
41,0.800000,-8.286320,0.010074,3.087729,3.863380,213.017116
42,0.820000,16.572640,0.010394,3.164999,3.863563,213.861166
